ID_LINEA,ROUTE_ID,DIRECTION_ID,DIRECTION_TO,START_DATE,STOP_NAME,ARRIVAL_TIME,ARRIVAL_DELAY,DEPARTURE_TIME,DEPARTURE_DELAY,CREATED_AT
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,San Pedrito,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,San José de Flores,2024-02-27 22:47:18,4.0,2024-02-27 22:47:42,4.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Carabobo,2024-02-27 22:43:18,0.0,2024-02-27 22:43:42,0.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Puán,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Primera Junta,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Acoyte,2024-02-27 22:45:18,2.0,2024-02-27 22:45:42,2.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Río de Janeiro,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Castro Barros,2024-02-27 22:49:18,6.0,2024-02-27 22:49:42,6.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Loria,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Plaza Miserere,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Pasco,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Congreso,2024-02-27 22:47:18,4.0,2024-02-27 22:47:42,4.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Sáenz Peña,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Lima,2024-02-27 22:45:18,2.0,2024-02-27 22:45:42,2.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Piedras,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Perú,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Plaza de Mayo,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Plaza de Mayo,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Perú,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Piedras,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Lima,2024-02-27 22:45:18,2.0,2024-02-27 22:45:42,2.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Sáenz Peña,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Congreso,2024-02-27 22:45:18,2.0,2024-02-27 22:45:42,2.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Alberti,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Plaza Miserere,2024-02-27 22:45:18,2.0,2024-02-27 22:45:42,2.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Loria,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Castro Barros,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Río de Janeiro,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Acoyte,2024-02-27 22:45:18,2.0,2024-02-27 22:45:42,2.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Primera Junta,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Puán,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Carabobo,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,San José de Flores,2024-02-27 22:47:18,4.0,2024-02-27 22:47:42,4.4,2024-02-27 19:44:53.127
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,San Pedrito,2024-02-27 22:46:18,3.0,2024-02-27 22:46:42,3.4,2024-02-27 19:44:53.127
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-27,Juan Manuel de Rosas,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-27,Echeverría,2024-02-27 22:44:18,1.0,2024-02-27 22:44:42,1.4,2024-02-27 19:44:53.127
