ID_LINEA,ROUTE_ID,DIRECTION_ID,DIRECTION_TO,START_DATE,STOP_NAME,ARRIVAL_TIME,ARRIVAL_DELAY,DEPARTURE_TIME,DEPARTURE_DELAY,CREATED_AT
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,San Pedrito,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,San José de Flores,2024-02-28 19:13:21,0.0,2024-02-28 19:13:45,0.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Carabobo,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Puán,2024-02-28 19:13:21,0.0,2024-02-28 19:13:45,0.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Primera Junta,2024-02-28 19:13:21,0.0,2024-02-28 19:13:45,0.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Acoyte,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Río de Janeiro,2024-02-28 19:16:21,3.0,2024-02-28 19:16:45,3.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Castro Barros,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Loria,2024-02-28 19:16:21,3.0,2024-02-28 19:16:45,3.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Plaza Miserere,2024-02-28 19:14:21,1.0,2024-02-28 19:14:45,1.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Pasco,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Congreso,2024-02-28 19:14:21,1.0,2024-02-28 19:14:45,1.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Sáenz Peña,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Lima,2024-02-28 19:17:21,4.0,2024-02-28 19:17:45,4.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Piedras,2024-02-28 19:13:21,0.0,2024-02-28 19:13:45,0.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Perú,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-28,Plaza de Mayo,2024-02-28 19:14:21,1.0,2024-02-28 19:14:45,1.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Plaza de Mayo,2024-02-28 19:14:21,1.0,2024-02-28 19:14:45,1.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Perú,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Piedras,2024-02-28 19:14:21,1.0,2024-02-28 19:14:45,1.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Lima,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Sáenz Peña,2024-02-28 19:16:21,3.0,2024-02-28 19:16:45,3.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Congreso,2024-02-28 19:14:21,1.0,2024-02-28 19:14:45,1.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Alberti,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Plaza Miserere,2024-02-28 19:16:21,3.0,2024-02-28 19:16:45,3.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Loria,2024-02-28 19:14:21,1.0,2024-02-28 19:14:45,1.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Castro Barros,2024-02-28 19:16:21,3.0,2024-02-28 19:16:45,3.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Río de Janeiro,2024-02-28 19:17:21,4.0,2024-02-28 19:17:45,4.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Acoyte,2024-02-28 19:18:21,5.0,2024-02-28 19:18:45,5.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Primera Junta,2024-02-28 19:13:21,0.0,2024-02-28 19:13:45,0.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Puán,2024-02-28 19:14:21,1.0,2024-02-28 19:14:45,1.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,Carabobo,2024-02-28 19:13:21,0.0,2024-02-28 19:13:45,0.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,San José de Flores,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaA_A01,LineaA,0,San Pedrito,2024-02-28,San Pedrito,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Juan Manuel de Rosas,2024-02-28 19:17:21,4.0,2024-02-28 19:17:45,4.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Echeverría,2024-02-28 19:17:21,4.0,2024-02-28 19:17:45,4.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,De Los Incas - Parque Chas,2024-02-28 19:14:21,1.0,2024-02-28 19:14:45,1.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Tronador - Villa Ortúzar,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Federico Lacroze,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Dorrego,2024-02-28 19:17:21,4.0,2024-02-28 19:17:45,4.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Malabia,2024-02-28 19:14:21,1.0,2024-02-28 19:14:45,1.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Ángel Gallardo,2024-02-28 19:16:21,3.0,2024-02-28 19:16:45,3.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Medrano,2024-02-28 19:18:21,5.0,2024-02-28 19:18:45,5.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Carlos Gardel,2024-02-28 19:13:21,0.0,2024-02-28 19:13:45,0.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Pueyrredón,2024-02-28 19:15:21,2.0,2024-02-28 19:15:45,2.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Pasteur,2024-02-28 19:17:21,4.0,2024-02-28 19:17:45,4.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Callao,2024-02-28 19:18:21,5.0,2024-02-28 19:18:45,5.4,2024-02-28 16:14:54.067
LineaB_B11,LineaB,1,Leandro N. Alem,2024-02-28,Uruguay,2024-02-28 19:19:21,6.0,2024-02-28 19:19:45,6.4,2024-02-28 16:14:54.067
